round,Name,hole,strokes,par
2,Pendrith,18,4,4
2,Poston,1,3,4
2,Poston,2,3,4
2,Poston,3,5,5
2,Poston,4,3,3
2,Poston,5,4,4
2,Poston,6,4,4
2,Poston,7,4,4
2,Poston,8,3,3
2,Poston,9,4,4
2,Poston,10,5,4
2,Poston,11,5,3
2,Poston,12,4,4
2,Poston,13,4,4
2,Poston,14,2,3
2,Poston,15,4,4
2,Poston,16,4,5
2,Poston,17,4,4
2,Poston,18,4,4
2,Potgieter,1,3,4
2,Potgieter,2,5,4
2,Potgieter,3,5,5
2,Potgieter,4,3,3
2,Potgieter,5,4,4
2,Potgieter,6,4,4
2,Potgieter,7,4,4
2,Potgieter,8,4,3
2,Potgieter,9,5,4
2,Potgieter,10,4,4
2,Potgieter,11,2,3
2,Potgieter,12,5,4
2,Potgieter,13,4,4
2,Potgieter,14,3,3
2,Potgieter,15,4,4
2,Potgieter,16,4,5
2,Potgieter,17,5,4
2,Potgieter,18,4,4
2,Rai,1,4,4
2,Rai,2,4,4
2,Rai,3,4,5
2,Rai,4,3,3
2,Rai,5,5,4
2,Rai,6,4,4
2,Rai,7,4,4
2,Rai,8,3,3
2,Rai,9,4,4
2,Rai,10,4,4
2,Rai,11,3,3
2,Rai,12,4,4
2,Rai,13,4,4
2,Rai,14,3,3
2,Rai,15,4,4
2,Rai,16,4,5
2,Rai,17,4,4
2,Rai,18,4,4
2,Riley,1,4,4
2,Riley,2,3,4
2,Riley,3,4,5
2,Riley,4,3,3
2,Riley,5,4,4
2,Riley,6,4,4
2,Riley,7,3,4
2,Riley,8,3,3
2,Riley,9,4,4
2,Riley,10,4,4
2,Riley,11,3,3
2,Riley,12,3,4
2,Riley,13,4,4
2,Riley,14,3,3
2,Riley,15,5,4
2,Riley,16,4,5
2,Riley,17,5,4
2,Riley,18,4,4
2,Rodgers,1,3,4
2,Rodgers,2,4,4
2,Rodgers,3,4,5
2,Rodgers,4,3,3
2,Rodgers,5,5,4
2,Rodgers,6,4,4
2,Rodgers,7,4,4
2,Rodgers,8,3,3
2,Rodgers,9,5,4
2,Rodgers,10,4,4
2,Rodgers,11,2,3
2,Rodgers,12,3,4
2,Rodgers,13,4,4
2,Rodgers,14,3,3
2,Rodgers,15,4,4
2,Rodgers,16,5,5
2,Rodgers,17,4,4
2,Rodgers,18,4,4
2,Rose,1,4,4
2,Rose,2,4,4
2,Rose,3,5,5
2,Rose,4,3,3
2,Rose,5,5,4
2,Rose,6,3,4
2,Rose,7,3,4
2,Rose,8,2,3
2,Rose,9,4,4
2,Rose,10,3,4
2,Rose,11,2,3
2,Rose,12,5,4
2,Rose,13,5,4
2,Rose,14,3,3
2,Rose,15,4,4
2,Rose,16,4,5
2,Rose,17,3,4
2,Rose,18,4,4
2,Schauffele,1,5,4
2,Schauffele,2,4,4
2,Schauffele,3,5,5
2,Schauffele,4,3,3
2,Schauffele,5,3,4
2,Schauffele,6,4,4
2,Schauffele,7,3,4
2,Schauffele,8,4,3
2,Schauffele,9,5,4
2,Schauffele,10,4,4
2,Schauffele,11,3,3
2,Schauffele,12,4,4
2,Schauffele,13,5,4
2,Schauffele,14,3,3
2,Schauffele,15,3,4
2,Schauffele,16,5,5
2,Schauffele,17,4,4
2,Schauffele,18,5,4
2,Scheffler,1,4,4
2,Scheffler,2,4,4
2,Scheffler,3,4,5
2,Scheffler,4,2,3
2,Scheffler,5,5,4
2,Scheffler,6,3,4
2,Scheffler,7,4,4
2,Scheffler,8,3,3
2,Scheffler,9,3,4
2,Scheffler,10,5,4
2,Scheffler,11,2,3
2,Scheffler,12,4,4
2,Scheffler,13,3,4
2,Scheffler,14,2,3
2,Scheffler,15,5,4
2,Scheffler,16,4,5
2,Scheffler,17,5,4
2,Scheffler,18,4,4
2,Schmid,1,5,4
2,Schmid,2,4,4
2,Schmid,3,5,5
2,Schmid,4,3,3
2,Schmid,5,4,4
2,Schmid,6,3,4
2,Schmid,7,4,4
2,Schmid,8,2,3
2,Schmid,9,3,4
2,Schmid,10,5,4
2,Schmid,11,3,3
2,Schmid,12,3,4
2,Schmid,13,4,4
2,Schmid,14,3,3
2,Schmid,15,3,4
2,Schmid,16,4,5
2,Schmid,17,4,4
2,Schmid,18,4,4
2,Spaun,1,3,4
2,Spaun,2,4,4
2,Spaun,3,4,5
2,Spaun,4,3,3
2,Spaun,5,4,4
2,Spaun,6,4,4
2,Spaun,7,5,4
2,Spaun,8,3,3
2,Spaun,9,4,4
2,Spaun,10,3,4
2,Spaun,11,3,3
2,Spaun,12,4,4
2,Spaun,13,4,4
2,Spaun,14,3,3
2,Spaun,15,3,4
2,Spaun,16,4,5
2,Spaun,17,4,4
2,Spaun,18,4,4
2,Spieth,1,5,4
2,Spieth,2,4,4
2,Spieth,3,4,5
2,Spieth,4,3,3
2,Spieth,5,5,4
2,Spieth,6,4,4
2,Spieth,7,4,4
2,Spieth,8,3,3
2,Spieth,9,4,4
2,Spieth,10,4,4
2,Spieth,11,3,3
2,Spieth,12,4,4
2,Spieth,13,4,4
2,Spieth,14,2,3
2,Spieth,15,4,4
2,Spieth,16,4,5
2,Spieth,17,4,4
2,Spieth,18,5,4
2,Stevens,1,4,4
2,Stevens,2,4,4
2,Stevens,3,4,5
2,Stevens,4,4,3
2,Stevens,5,4,4
2,Stevens,6,5,4
2,Stevens,7,4,4
2,Stevens,8,3,3
2,Stevens,9,4,4
2,Stevens,10,4,4
2,Stevens,11,4,3
2,Stevens,12,4,4
2,Stevens,13,3,4
2,Stevens,14,3,3
2,Stevens,15,4,4
2,Stevens,16,4,5
2,Stevens,17,4,4
2,Stevens,18,4,4
2,Straka,1,4,4
2,Straka,2,4,4
2,Straka,3,6,5
2,Straka,4,3,3
2,Straka,5,3,4
2,Straka,6,4,4
2,Straka,7,5,4
2,Straka,8,3,3
2,Straka,9,4,4
2,Straka,10,4,4
2,Straka,11,3,3
2,Straka,12,3,4
2,Straka,13,3,4
2,Straka,14,3,3
2,Straka,15,3,4
2,Straka,16,4,5
2,Straka,17,5,4
2,Straka,18,3,4
2,Taylor,1,4,4
2,Taylor,2,4,4
2,Taylor,3,5,5
2,Taylor,4,3,3
2,Taylor,5,4,4
2,Taylor,6,4,4
2,Taylor,7,4,4
2,Taylor,8,3,3
2,Taylor,9,5,4
2,Taylor,10,4,4
2,Taylor,11,2,3
2,Taylor,12,5,4
2,Taylor,13,5,4
2,Taylor,14,3,3
2,Taylor,15,4,4
2,Taylor,16,4,5
2,Taylor,17,4,4
2,Taylor,18,4,4
2,Thomas,1,4,4
2,Thomas,2,4,4
2,Thomas,3,4,5
2,Thomas,4,3,3
2,Thomas,5,3,4
2,Thomas,6,4,4
2,Thomas,7,4,4
2,Thomas,8,4,3
2,Thomas,9,4,4
2,Thomas,10,4,4
2,Thomas,11,3,3
2,Thomas,12,5,4
2,Thomas,13,4,4
2,Thomas,14,3,3
2,Thomas,15,4,4
2,Thomas,16,5,5
2,Thomas,17,4,4
2,Thomas,18,6,4
2,Vegas,1,4,4
2,Vegas,2,4,4
2,Vegas,3,5,5
2,Vegas,4,3,3
2,Vegas,5,4,4
2,Vegas,6,4,4
2,Vegas,7,4,4
2,Vegas,8,3,3
2,Vegas,9,4,4
2,Vegas,10,4,4
2,Vegas,11,2,3
2,Vegas,12,6,4
2,Vegas,13,4,4
2,Vegas,14,3,3
2,Vegas,15,4,4
2,Vegas,16,4,5
2,Vegas,17,4,4
2,Vegas,18,3,4
2,Young,1,3,4
2,Young,2,4,4
2,Young,3,4,5
2,Young,4,3,3
2,Young,5,4,4
2,Young,6,4,4
2,Young,7,4,4
2,Young,8,3,3
2,Young,9,4,4
2,Young,10,4,4
2,Young,11,3,3
2,Young,12,4,4
2,Young,13,3,4
2,Young,14,3,3
2,Young,15,3,4
2,Young,16,5,5
2,Young,17,4,4
2,Young,18,3,4
2,Yu,1,5,4
2,Yu,2,3,4
2,Yu,3,4,5
2,Yu,4,3,3
2,Yu,5,4,4
2,Yu,6,3,4
2,Yu,7,4,4
2,Yu,8,3,3
2,Yu,9,3,4
2,Yu,10,4,4
2,Yu,11,3,3
2,Yu,12,4,4
2,Yu,13,4,4
2,Yu,14,4,3
2,Yu,15,4,4
2,Yu,16,4,5
2,Yu,17,4,4
2,Yu,18,4,4
2,van Rooyen,1,4,4
2,van Rooyen,2,4,4
2,van Rooyen,3,5,5
2,van Rooyen,4,3,3
2,van Rooyen,5,5,4
2,van Rooyen,6,4,4
2,van Rooyen,7,5,4
2,van Rooyen,8,3,3
2,van Rooyen,9,5,4
2,van Rooyen,10,4,4
2,van Rooyen,11,3,3
2,van Rooyen,12,3,4
2,van Rooyen,13,4,4
2,van Rooyen,14,3,3
2,van Rooyen,15,3,4
2,van Rooyen,16,4,5
2,van Rooyen,17,3,4
2,van Rooyen,18,4,4
2,Åberg,1,4,4
2,Åberg,2,3,4
2,Åberg,3,4,5
2,Åberg,4,3,3
2,Åberg,5,4,4
2,Åberg,6,5,4
2,Åberg,7,4,4
2,Åberg,8,3,3
2,Åberg,9,4,4
2,Åberg,10,4,4
2,Åberg,11,3,3
2,Åberg,12,4,4
2,Åberg,13,4,4
2,Åberg,14,3,3
2,Åberg,15,4,4
2,Åberg,16,4,5
2,Åberg,17,3,4
2,Åberg,18,4,4
