round,Name,hole,strokes,par
1,Spaun,16,4,5
1,Spaun,17,4,4
1,Spaun,18,4,4
1,Spieth,1,5,4
1,Spieth,2,4,4
1,Spieth,3,5,5
1,Spieth,4,3,3
1,Spieth,5,4,4
1,Spieth,6,3,4
1,Spieth,7,4,4
1,Spieth,8,4,3
1,Spieth,9,4,4
1,Spieth,10,4,4
1,Spieth,11,3,3
1,Spieth,12,3,4
1,Spieth,13,4,4
1,Spieth,14,3,3
1,Spieth,15,4,4
1,Spieth,16,5,5
1,Spieth,17,3,4
1,Spieth,18,4,4
1,Stevens,1,4,4
1,Stevens,2,4,4
1,Stevens,3,4,5
1,Stevens,4,4,3
1,Stevens,5,5,4
1,Stevens,6,4,4
1,Stevens,7,4,4
1,Stevens,8,3,3
1,Stevens,9,4,4
1,Stevens,10,4,4
1,Stevens,11,3,3
1,Stevens,12,4,4
1,Stevens,13,4,4
1,Stevens,14,4,3
1,Stevens,15,4,4
1,Stevens,16,4,5
1,Stevens,17,4,4
1,Stevens,18,4,4
1,Straka,1,4,4
1,Straka,2,4,4
1,Straka,3,4,5
1,Straka,4,3,3
1,Straka,5,5,4
1,Straka,6,3,4
1,Straka,7,4,4
1,Straka,8,3,3
1,Straka,9,5,4
1,Straka,10,3,4
1,Straka,11,3,3
1,Straka,12,4,4
1,Straka,13,4,4
1,Straka,14,3,3
1,Straka,15,4,4
1,Straka,16,4,5
1,Straka,17,3,4
1,Straka,18,5,4
1,Taylor,1,4,4
1,Taylor,2,4,4
1,Taylor,3,5,5
1,Taylor,4,3,3
1,Taylor,5,4,4
1,Taylor,6,3,4
1,Taylor,7,4,4
1,Taylor,8,3,3
1,Taylor,9,4,4
1,Taylor,10,3,4
1,Taylor,11,3,3
1,Taylor,12,4,4
1,Taylor,13,4,4
1,Taylor,14,3,3
1,Taylor,15,3,4
1,Taylor,16,4,5
1,Taylor,17,4,4
1,Taylor,18,5,4
1,Thomas,1,4,4
1,Thomas,2,4,4
1,Thomas,3,4,5
1,Thomas,4,3,3
1,Thomas,5,5,4
1,Thomas,6,3,4
1,Thomas,7,4,4
1,Thomas,8,3,3
1,Thomas,9,4,4
1,Thomas,10,4,4
1,Thomas,11,2,3
1,Thomas,12,3,4
1,Thomas,13,4,4
1,Thomas,14,4,3
1,Thomas,15,4,4
1,Thomas,16,5,5
1,Thomas,17,4,4
1,Thomas,18,4,4
1,Vegas,1,4,4
1,Vegas,2,3,4
1,Vegas,3,4,5
1,Vegas,4,3,3
1,Vegas,5,4,4
1,Vegas,6,3,4
1,Vegas,7,4,4
1,Vegas,8,4,3
1,Vegas,9,4,4
1,Vegas,10,4,4
1,Vegas,11,3,3
1,Vegas,12,4,4
1,Vegas,13,4,4
1,Vegas,14,5,3
1,Vegas,15,5,4
1,Vegas,16,4,5
1,Vegas,17,4,4
1,Vegas,18,3,4
1,Young,1,4,4
1,Young,2,4,4
1,Young,3,5,5
1,Young,4,3,3
1,Young,5,5,4
1,Young,6,4,4
1,Young,7,4,4
1,Young,8,3,3
1,Young,9,3,4
1,Young,10,5,4
1,Young,11,3,3
1,Young,12,4,4
1,Young,13,5,4
1,Young,14,3,3
1,Young,15,3,4
1,Young,16,5,5
1,Young,17,3,4
1,Young,18,3,4
1,Yu,1,4,4
1,Yu,2,4,4
1,Yu,3,4,5
1,Yu,4,3,3
1,Yu,5,4,4
1,Yu,6,4,4
1,Yu,7,5,4
1,Yu,8,2,3
1,Yu,9,3,4
1,Yu,10,4,4
1,Yu,11,3,3
1,Yu,12,5,4
1,Yu,13,4,4
1,Yu,14,3,3
1,Yu,15,4,4
1,Yu,16,5,5
1,Yu,17,4,4
1,Yu,18,6,4
1,van Rooyen,1,4,4
1,van Rooyen,2,5,4
1,van Rooyen,3,5,5
1,van Rooyen,4,3,3
1,van Rooyen,5,4,4
1,van Rooyen,6,5,4
1,van Rooyen,7,5,4
1,van Rooyen,8,4,3
1,van Rooyen,9,4,4
1,van Rooyen,10,4,4
1,van Rooyen,11,3,3
1,van Rooyen,12,3,4
1,van Rooyen,13,4,4
1,van Rooyen,14,4,3
1,van Rooyen,15,4,4
1,van Rooyen,16,4,5
1,van Rooyen,17,4,4
1,van Rooyen,18,5,4
1,Åberg,1,5,4
1,Åberg,2,3,4
1,Åberg,3,4,5
1,Åberg,4,3,3
1,Åberg,5,4,4
1,Åberg,6,4,4
1,Åberg,7,4,4
1,Åberg,8,3,3
1,Åberg,9,5,4
1,Åberg,10,4,4
1,Åberg,11,3,3
1,Åberg,12,3,4
1,Åberg,13,3,4
1,Åberg,14,2,3
1,Åberg,15,4,4
1,Åberg,16,5,5
1,Åberg,17,4,4
1,Åberg,18,4,4
2,Berger,1,4,4
2,Berger,2,4,4
2,Berger,3,5,5
2,Berger,4,2,3
2,Berger,5,4,4
2,Berger,6,4,4
2,Berger,7,4,4
2,Berger,8,3,3
2,Berger,9,5,4
2,Berger,10,7,4
2,Berger,11,3,3
2,Berger,12,3,4
2,Berger,13,4,4
2,Berger,14,4,3
2,Berger,15,5,4
2,Berger,16,5,5
2,Berger,17,5,4
2,Berger,18,4,4
2,Bhatia,1,3,4
2,Bhatia,2,4,4
2,Bhatia,3,6,5
2,Bhatia,4,2,3
2,Bhatia,5,4,4
2,Bhatia,6,4,4
2,Bhatia,7,4,4
2,Bhatia,8,3,3
2,Bhatia,9,4,4
2,Bhatia,10,4,4
2,Bhatia,11,3,3
2,Bhatia,12,4,4
2,Bhatia,13,4,4
2,Bhatia,14,3,3
2,Bhatia,15,4,4
2,Bhatia,16,5,5
2,Bhatia,17,4,4
2,Bhatia,18,4,4
2,Bradley,1,4,4
2,Bradley,2,4,4
2,Bradley,3,5,5
2,Bradley,4,3,3
2,Bradley,5,3,4
2,Bradley,6,4,4
2,Bradley,7,4,4
2,Bradley,8,3,3
2,Bradley,9,4,4
2,Bradley,10,4,4
2,Bradley,11,3,3
2,Bradley,12,5,4
2,Bradley,13,4,4
2,Bradley,14,3,3
2,Bradley,15,4,4
2,Bradley,16,5,5
2,Bradley,17,4,4
2,Bradley,18,4,4
2,Bridgeman,1,3,4
2,Bridgeman,2,4,4
2,Bridgeman,3,4,5
2,Bridgeman,4,3,3
2,Bridgeman,5,4,4
2,Bridgeman,6,3,4
2,Bridgeman,7,4,4
2,Bridgeman,8,2,3
2,Bridgeman,9,4,4
2,Bridgeman,10,4,4
2,Bridgeman,11,3,3
2,Bridgeman,12,4,4
2,Bridgeman,13,3,4
2,Bridgeman,14,3,3
2,Bridgeman,15,3,4
2,Bridgeman,16,4,5
2,Bridgeman,17,5,4
2,Bridgeman,18,4,4
2,Burns,1,4,4
2,Burns,2,4,4
2,Burns,3,5,5
2,Burns,4,3,3
2,Burns,5,4,4
2,Burns,6,3,4
2,Burns,7,5,4
2,Burns,8,3,3
2,Burns,9,3,4
2,Burns,10,6,4
2,Burns,11,3,3
2,Burns,12,5,4
2,Burns,13,4,4
2,Burns,14,3,3
2,Burns,15,4,4
2,Burns,16,4,5
2,Burns,17,4,4
2,Burns,18,4,4
2,Campbell,1,4,4
2,Campbell,2,4,4
2,Campbell,3,5,5
2,Campbell,4,3,3
2,Campbell,5,5,4
2,Campbell,6,4,4
2,Campbell,7,5,4
2,Campbell,8,4,3
2,Campbell,9,3,4
2,Campbell,10,4,4
2,Campbell,11,3,3
2,Campbell,12,3,4
2,Campbell,13,3,4
2,Campbell,14,3,3
2,Campbell,15,5,4
2,Campbell,16,5,5
2,Campbell,17,5,4
2,Campbell,18,3,4
2,Cantlay,1,4,4
2,Cantlay,2,3,4
2,Cantlay,3,5,5
2,Cantlay,4,2,3
2,Cantlay,5,5,4
2,Cantlay,6,5,4
2,Cantlay,7,3,4
2,Cantlay,8,3,3
2,Cantlay,9,4,4
2,Cantlay,10,4,4
2,Cantlay,11,2,3
2,Cantlay,12,4,4
2,Cantlay,13,4,4
2,Cantlay,14,3,3
2,Cantlay,15,4,4
2,Cantlay,16,4,5
2,Cantlay,17,4,4
2,Cantlay,18,4,4
2,Cauley,1,4,4
2,Cauley,2,5,4
2,Cauley,3,5,5
2,Cauley,4,3,3
2,Cauley,5,4,4
2,Cauley,6,3,4
2,Cauley,7,4,4
2,Cauley,8,3,3
2,Cauley,9,3,4
2,Cauley,10,5,4
2,Cauley,11,3,3
2,Cauley,12,4,4
2,Cauley,13,4,4
2,Cauley,14,3,3
2,Cauley,15,4,4
2,Cauley,16,5,5
2,Cauley,17,4,4
2,Cauley,18,3,4
2,Clark,1,4,4
2,Clark,2,4,4
2,Clark,3,4,5
2,Clark,4,3,3
2,Clark,5,4,4
2,Clark,6,3,4
2,Clark,7,5,4
2,Clark,8,4,3
2,Clark,9,3,4
2,Clark,10,3,4
2,Clark,11,3,3
2,Clark,12,4,4
2,Clark,13,4,4
2,Clark,14,3,3
2,Clark,15,4,4
2,Clark,16,4,5
2,Clark,17,5,4
2,Clark,18,4,4
2,Conners,1,3,4
2,Conners,2,3,4
2,Conners,3,4,5
2,Conners,4,3,3
2,Conners,5,4,4
2,Conners,6,4,4
2,Conners,7,5,4
2,Conners,8,2,3
2,Conners,9,4,4
2,Conners,10,5,4
2,Conners,11,3,3
2,Conners,12,3,4
2,Conners,13,3,4
2,Conners,14,4,3
2,Conners,15,5,4
2,Conners,16,4,5
2,Conners,17,4,4
2,Conners,18,5,4
2,Davis,1,4,4
2,Davis,2,4,4
2,Davis,3,5,5
2,Davis,4,3,3
2,Davis,5,4,4
2,Davis,6,4,4
2,Davis,7,5,4
2,Davis,8,2,3
2,Davis,9,4,4
2,Davis,10,4,4
2,Davis,11,2,3
2,Davis,12,4,4
2,Davis,13,5,4
2,Davis,14,4,3
2,Davis,15,4,4
2,Davis,16,5,5
2,Davis,17,5,4
2,Davis,18,4,4
2,Day,1,4,4
2,Day,2,5,4
2,Day,3,4,5
2,Day,4,3,3
2,Day,5,3,4
2,Day,6,3,4
2,Day,7,4,4
2,Day,8,4,3
2,Day,9,5,4
2,Day,10,4,4
2,Day,11,3,3
2,Day,12,4,4
2,Day,13,3,4
2,Day,14,3,3
2,Day,15,3,4
2,Day,16,4,5
2,Day,17,5,4
2,Day,18,4,4
2,Detry,1,4,4
2,Detry,2,4,4
2,Detry,3,4,5
2,Detry,4,4,3
2,Detry,5,4,4
2,Detry,6,4,4
2,Detry,7,4,4
2,Detry,8,4,3
2,Detry,9,3,4
2,Detry,10,3,4
2,Detry,11,3,3
2,Detry,12,4,4
2,Detry,13,4,4
2,Detry,14,3,3
2,Detry,15,5,4
2,Detry,16,4,5
2,Detry,17,4,4
2,Detry,18,4,4
2,Echavarria,1,4,4
2,Echavarria,2,4,4
2,Echavarria,3,4,5
2,Echavarria,4,3,3
2,Echavarria,5,5,4
2,Echavarria,6,4,4
2,Echavarria,7,5,4
2,Echavarria,8,3,3
2,Echavarria,9,3,4
2,Echavarria,10,4,4
2,Echavarria,11,2,3
2,Echavarria,12,4,4
2,Echavarria,13,3,4
2,Echavarria,14,3,3
2,Echavarria,15,4,4
2,Echavarria,16,5,5
2,Echavarria,17,6,4
2,Echavarria,18,4,4
2,English,1,4,4
2,English,2,4,4
2,English,3,4,5
2,English,4,3,3
2,English,5,4,4
2,English,6,3,4
2,English,7,5,4
2,English,8,4,3
2,English,9,4,4
2,English,10,4,4
2,English,11,3,3
2,English,12,4,4
2,English,13,3,4
2,English,14,3,3
2,English,15,3,4
2,English,16,5,5
2,English,17,4,4
2,English,18,4,4
2,Finau,1,3,4
2,Finau,2,4,4
2,Finau,3,6,5
2,Finau,4,2,3
2,Finau,5,4,4
2,Finau,6,4,4
2,Finau,7,4,4
2,Finau,8,3,3
2,Finau,9,4,4
2,Finau,10,4,4
2,Finau,11,3,3
2,Finau,12,4,4
2,Finau,13,4,4
2,Finau,14,3,3
2,Finau,15,4,4
2,Finau,16,4,5
2,Finau,17,4,4
2,Finau,18,4,4
2,Fitzpatrick,1,5,4
2,Fitzpatrick,2,3,4
2,Fitzpatrick,3,4,5
2,Fitzpatrick,4,2,3
2,Fitzpatrick,5,5,4
2,Fitzpatrick,6,4,4
2,Fitzpatrick,7,4,4
2,Fitzpatrick,8,3,3
2,Fitzpatrick,9,5,4
2,Fitzpatrick,10,5,4
2,Fitzpatrick,11,2,3
2,Fitzpatrick,12,4,4
2,Fitzpatrick,13,5,4
2,Fitzpatrick,14,3,3
2,Fitzpatrick,15,4,4
2,Fitzpatrick,16,5,5
2,Fitzpatrick,17,4,4
2,Fitzpatrick,18,4,4
2,Fleetwood,1,4,4
2,Fleetwood,2,3,4
2,Fleetwood,3,4,5
2,Fleetwood,4,2,3
2,Fleetwood,5,4,4
2,Fleetwood,6,4,4
2,Fleetwood,7,4,4
2,Fleetwood,8,3,3
2,Fleetwood,9,4,4
2,Fleetwood,10,4,4
2,Fleetwood,11,3,3
2,Fleetwood,12,4,4
2,Fleetwood,13,3,4
2,Fleetwood,14,2,3
2,Fleetwood,15,3,4
2,Fleetwood,16,4,5
2,Fleetwood,17,4,4
2,Fleetwood,18,5,4
2,Fowler,1,4,4
2,Fowler,2,4,4
2,Fowler,3,6,5
2,Fowler,4,3,3
2,Fowler,5,5,4
2,Fowler,6,3,4
2,Fowler,7,4,4
2,Fowler,8,3,3
2,Fowler,9,3,4
2,Fowler,10,4,4
2,Fowler,11,3,3
2,Fowler,12,4,4
2,Fowler,13,4,4
2,Fowler,14,2,3
2,Fowler,15,4,4
2,Fowler,16,5,5
2,Fowler,17,4,4
2,Fowler,18,4,4
2,Fox,1,6,4
2,Fox,2,4,4
2,Fox,3,4,5
2,Fox,4,3,3
2,Fox,5,4,4
2,Fox,6,5,4
2,Fox,7,5,4
2,Fox,8,3,3
2,Fox,9,4,4
2,Fox,10,4,4
2,Fox,11,3,3
2,Fox,12,4,4
2,Fox,13,3,4
2,Fox,14,2,3
2,Fox,15,4,4
2,Fox,16,4,5
2,Fox,17,4,4
2,Fox,18,5,4
2,Gerard,1,4,4
2,Gerard,2,4,4
2,Gerard,3,6,5
2,Gerard,4,3,3
2,Gerard,5,4,4
2,Gerard,6,4,4
2,Gerard,7,4,4
2,Gerard,8,3,3
2,Gerard,9,3,4
2,Gerard,10,4,4
2,Gerard,11,3,3
2,Gerard,12,4,4
2,Gerard,13,3,4
2,Gerard,14,3,3
2,Gerard,15,5,4
2,Gerard,16,4,5
2,Gerard,17,4,4
2,Gerard,18,4,4
2,Glover,1,3,4
2,Glover,2,4,4
2,Glover,3,5,5
2,Glover,4,4,3
2,Glover,5,4,4
2,Glover,6,3,4
2,Glover,7,4,4
2,Glover,8,3,3
2,Glover,9,4,4
2,Glover,10,4,4
2,Glover,11,2,3
2,Glover,12,4,4
2,Glover,13,3,4
2,Glover,14,3,3
2,Glover,15,5,4
2,Glover,16,4,5
2,Glover,17,4,4
2,Glover,18,3,4
2,Gotterup,1,4,4
2,Gotterup,2,3,4
2,Gotterup,3,5,5
2,Gotterup,4,2,3
2,Gotterup,5,4,4
2,Gotterup,6,5,4
2,Gotterup,7,4,4
2,Gotterup,8,3,3
2,Gotterup,9,5,4
2,Gotterup,10,5,4
2,Gotterup,11,4,3
2,Gotterup,12,5,4
2,Gotterup,13,4,4
2,Gotterup,14,4,3
2,Gotterup,15,4,4
2,Gotterup,16,4,5
2,Gotterup,17,4,4
2,Gotterup,18,4,4
2,Greyserman,1,4,4
2,Greyserman,2,4,4
2,Greyserman,3,5,5
2,Greyserman,4,2,3
2,Greyserman,5,5,4
2,Greyserman,6,3,4
2,Greyserman,7,3,4
2,Greyserman,8,3,3
2,Greyserman,9,4,4
2,Greyserman,10,4,4
2,Greyserman,11,3,3
2,Greyserman,12,4,4
2,Greyserman,13,4,4
2,Greyserman,14,2,3
2,Greyserman,15,4,4
2,Greyserman,16,5,5
2,Greyserman,17,6,4
2,Greyserman,18,4,4
2,Griffin,1,4,4
2,Griffin,2,4,4
2,Griffin,3,4,5
2,Griffin,4,3,3
2,Griffin,5,3,4
2,Griffin,6,4,4
2,Griffin,7,5,4
2,Griffin,8,3,3
2,Griffin,9,4,4
2,Griffin,10,4,4
2,Griffin,11,4,3
2,Griffin,12,4,4
2,Griffin,13,4,4
2,Griffin,14,3,3
2,Griffin,15,4,4
2,Griffin,16,5,5
2,Griffin,17,4,4
2,Griffin,18,3,4
2,Grillo,1,4,4
2,Grillo,2,4,4
2,Grillo,3,5,5
2,Grillo,4,3,3
2,Grillo,5,4,4
2,Grillo,6,4,4
2,Grillo,7,4,4
2,Grillo,8,3,3
2,Grillo,9,3,4
2,Grillo,10,4,4
2,Grillo,11,2,3
2,Grillo,12,6,4
2,Grillo,13,5,4
2,Grillo,14,3,3
2,Grillo,15,3,4
2,Grillo,16,5,5
2,Grillo,17,3,4
2,Grillo,18,4,4
2,Hall,1,6,4
2,Hall,2,3,4
2,Hall,3,5,5
2,Hall,4,3,3
2,Hall,5,6,4
2,Hall,6,5,4
2,Hall,7,4,4
2,Hall,8,2,3
2,Hall,9,4,4
2,Hall,10,3,4
2,Hall,11,3,3
2,Hall,12,4,4
2,Hall,13,4,4
2,Hall,14,3,3
2,Hall,15,3,4
2,Hall,16,5,5
2,Hall,17,4,4
2,Hall,18,5,4
2,Harman,1,4,4
2,Harman,2,5,4
2,Harman,3,4,5
2,Harman,4,2,3
2,Harman,5,4,4
2,Harman,6,4,4
2,Harman,7,4,4
2,Harman,8,2,3
2,Harman,9,4,4
2,Harman,10,6,4
2,Harman,11,3,3
2,Harman,12,4,4
2,Harman,13,3,4
2,Harman,14,3,3
2,Harman,15,4,4
2,Harman,16,4,5
2,Harman,17,5,4
2,Harman,18,3,4
2,Henley,1,4,4
2,Henley,2,4,4
2,Henley,3,5,5
2,Henley,4,3,3
2,Henley,5,4,4
2,Henley,6,4,4
2,Henley,7,4,4
2,Henley,8,3,3
2,Henley,9,4,4
2,Henley,10,4,4
2,Henley,11,4,3
2,Henley,12,4,4
2,Henley,13,5,4
2,Henley,14,3,3
2,Henley,15,4,4
2,Henley,16,4,5
2,Henley,17,4,4
2,Henley,18,3,4
2,Highsmith,1,5,4
2,Highsmith,2,4,4
2,Highsmith,3,6,5
2,Highsmith,4,3,3
2,Highsmith,5,4,4
2,Highsmith,6,4,4
2,Highsmith,7,5,4
2,Highsmith,8,4,3
2,Highsmith,9,3,4
2,Highsmith,10,5,4
2,Highsmith,11,3,3
2,Highsmith,12,4,4
2,Highsmith,13,4,4
2,Highsmith,14,3,3
2,Highsmith,15,4,4
2,Highsmith,16,4,5
2,Highsmith,17,4,4
2,Highsmith,18,5,4
2,Hoge,1,4,4
2,Hoge,2,4,4
2,Hoge,3,4,5
2,Hoge,4,3,3
2,Hoge,5,5,4
2,Hoge,6,4,4
2,Hoge,7,4,4
2,Hoge,8,2,3
2,Hoge,9,4,4
2,Hoge,10,5,4
2,Hoge,11,3,3
2,Hoge,12,7,4
2,Hoge,13,4,4
2,Hoge,14,5,3
2,Hoge,15,5,4
2,Hoge,16,4,5
2,Hoge,17,3,4
2,Hoge,18,4,4
2,Hovland,1,4,4
2,Hovland,2,4,4
2,Hovland,3,4,5
2,Hovland,4,3,3
2,Hovland,5,3,4
2,Hovland,6,3,4
2,Hovland,7,4,4
2,Hovland,8,2,3
2,Hovland,9,3,4
2,Hovland,10,5,4
2,Hovland,11,3,3
2,Hovland,12,4,4
2,Hovland,13,5,4
2,Hovland,14,3,3
2,Hovland,15,4,4
2,Hovland,16,4,5
2,Hovland,17,6,4
2,Hovland,18,4,4
2,Hughes,1,4,4
2,Hughes,2,4,4
2,Hughes,3,4,5
2,Hughes,4,3,3
2,Hughes,5,4,4
2,Hughes,6,4,4
2,Hughes,7,4,4
2,Hughes,8,2,3
2,Hughes,9,5,4
2,Hughes,10,4,4
2,Hughes,11,3,3
2,Hughes,12,4,4
2,Hughes,13,4,4
2,Hughes,14,3,3
2,Hughes,15,4,4
2,Hughes,16,5,5
2,Hughes,17,4,4
2,Hughes,18,4,4
2,Im,1,4,4
2,Im,2,4,4
2,Im,3,5,5
2,Im,4,3,3
2,Im,5,3,4
2,Im,6,3,4
2,Im,7,4,4
2,Im,8,3,3
2,Im,9,4,4
2,Im,10,4,4
2,Im,11,2,3
2,Im,12,4,4
2,Im,13,4,4
2,Im,14,3,3
2,Im,15,3,4
2,Im,16,5,5
2,Im,17,3,4
2,Im,18,3,4
2,Jaeger,1,4,4
2,Jaeger,2,3,4
2,Jaeger,3,5,5
2,Jaeger,4,3,3
2,Jaeger,5,4,4
2,Jaeger,6,3,4
2,Jaeger,7,6,4
2,Jaeger,8,3,3
2,Jaeger,9,5,4
2,Jaeger,10,4,4
2,Jaeger,11,2,3
2,Jaeger,12,4,4
2,Jaeger,13,3,4
2,Jaeger,14,5,3
2,Jaeger,15,4,4
2,Jaeger,16,4,5
2,Jaeger,17,4,4
2,Jaeger,18,3,4
2,"Kim, M.",1,4,4
2,"Kim, M.",2,3,4
2,"Kim, M.",3,4,5
2,"Kim, M.",4,5,3
2,"Kim, M.",5,4,4
2,"Kim, M.",6,4,4
2,"Kim, M.",7,4,4
2,"Kim, M.",8,3,3
2,"Kim, M.",9,3,4
2,"Kim, M.",10,5,4
2,"Kim, M.",11,3,3
2,"Kim, M.",12,4,4
2,"Kim, M.",13,4,4
2,"Kim, M.",14,4,3
2,"Kim, M.",15,5,4
2,"Kim, M.",16,5,5
2,"Kim, M.",17,4,4
2,"Kim, M.",18,4,4
2,"Kim, S.W.",1,4,4
2,"Kim, S.W.",2,4,4
2,"Kim, S.W.",3,5,5
2,"Kim, S.W.",4,3,3
2,"Kim, S.W.",5,4,4
2,"Kim, S.W.",6,4,4
2,"Kim, S.W.",7,4,4
2,"Kim, S.W.",8,3,3
2,"Kim, S.W.",9,4,4
2,"Kim, S.W.",10,4,4
2,"Kim, S.W.",11,3,3
2,"Kim, S.W.",12,5,4
2,"Kim, S.W.",13,4,4
2,"Kim, S.W.",14,3,3
2,"Kim, S.W.",15,5,4
2,"Kim, S.W.",16,4,5
2,"Kim, S.W.",17,3,4
2,"Kim, S.W.",18,3,4
2,Kirk,1,4,4
2,Kirk,2,4,4
2,Kirk,3,5,5
2,Kirk,4,3,3
2,Kirk,5,4,4
2,Kirk,6,3,4
2,Kirk,7,3,4
2,Kirk,8,2,3
2,Kirk,9,6,4
2,Kirk,10,3,4
2,Kirk,11,3,3
2,Kirk,12,3,4
2,Kirk,13,4,4
2,Kirk,14,3,3
2,Kirk,15,4,4
2,Kirk,16,5,5
2,Kirk,17,4,4
2,Kirk,18,4,4
2,Kitayama,1,3,4
2,Kitayama,2,5,4
2,Kitayama,3,4,5
2,Kitayama,4,3,3
2,Kitayama,5,3,4
2,Kitayama,6,4,4
2,Kitayama,7,4,4
2,Kitayama,8,2,3
2,Kitayama,9,4,4
2,Kitayama,10,3,4
2,Kitayama,11,3,3
2,Kitayama,12,4,4
2,Kitayama,13,4,4
2,Kitayama,14,3,3
2,Kitayama,15,3,4
2,Kitayama,16,3,5
2,Kitayama,17,4,4
2,Kitayama,18,4,4
2,Knapp,1,4,4
2,Knapp,2,4,4
2,Knapp,3,4,5
2,Knapp,4,3,3
2,Knapp,5,5,4
2,Knapp,6,4,4
2,Knapp,7,4,4
2,Knapp,8,3,3
2,Knapp,9,4,4
2,Knapp,10,4,4
2,Knapp,11,2,3
2,Knapp,12,4,4
2,Knapp,13,4,4
2,Knapp,14,4,3
2,Knapp,15,4,4
2,Knapp,16,4,5
2,Knapp,17,5,4
2,Knapp,18,4,4
2,Lee,1,5,4
2,Lee,2,4,4
2,Lee,3,4,5
2,Lee,4,3,3
2,Lee,5,5,4
2,Lee,6,5,4
2,Lee,7,5,4
2,Lee,8,3,3
2,Lee,9,3,4
2,Lee,10,4,4
2,Lee,11,3,3
2,Lee,12,4,4
2,Lee,13,4,4
2,Lee,14,3,3
2,Lee,15,4,4
2,Lee,16,4,5
2,Lee,17,4,4
2,Lee,18,5,4
2,Lowry,1,3,4
2,Lowry,2,4,4
2,Lowry,3,6,5
2,Lowry,4,2,3
2,Lowry,5,5,4
2,Lowry,6,4,4
2,Lowry,7,5,4
2,Lowry,8,3,3
2,Lowry,9,3,4
2,Lowry,10,4,4
2,Lowry,11,3,3
2,Lowry,12,4,4
2,Lowry,13,4,4
2,Lowry,14,2,3
2,Lowry,15,4,4
2,Lowry,16,4,5
2,Lowry,17,4,4
2,Lowry,18,4,4
2,MacIntyre,1,4,4
2,MacIntyre,2,3,4
2,MacIntyre,3,5,5
2,MacIntyre,4,3,3
2,MacIntyre,5,4,4
2,MacIntyre,6,4,4
2,MacIntyre,7,5,4
2,MacIntyre,8,3,3
2,MacIntyre,9,4,4
2,MacIntyre,10,4,4
2,MacIntyre,11,2,3
2,MacIntyre,12,4,4
2,MacIntyre,13,5,4
2,MacIntyre,14,2,3
2,MacIntyre,15,5,4
2,MacIntyre,16,4,5
2,MacIntyre,17,4,4
2,MacIntyre,18,5,4
2,Matsuyama,1,4,4
2,Matsuyama,2,4,4
2,Matsuyama,3,4,5
2,Matsuyama,4,2,3
2,Matsuyama,5,4,4
2,Matsuyama,6,6,4
2,Matsuyama,7,5,4
2,Matsuyama,8,2,3
2,Matsuyama,9,4,4
2,Matsuyama,10,4,4
2,Matsuyama,11,3,3
2,Matsuyama,12,3,4
2,Matsuyama,13,4,4
2,Matsuyama,14,4,3
2,Matsuyama,15,3,4
2,Matsuyama,16,4,5
2,Matsuyama,17,5,4
2,Matsuyama,18,5,4
2,McCarthy,1,4,4
2,McCarthy,2,3,4
2,McCarthy,3,5,5
2,McCarthy,4,3,3
2,McCarthy,5,5,4
2,McCarthy,6,4,4
2,McCarthy,7,3,4
2,McCarthy,8,3,3
2,McCarthy,9,4,4
2,McCarthy,10,4,4
2,McCarthy,11,3,3
2,McCarthy,12,4,4
2,McCarthy,13,4,4
2,McCarthy,14,3,3
2,McCarthy,15,3,4
2,McCarthy,16,4,5
2,McCarthy,17,4,4
2,McCarthy,18,4,4
2,McNealy,1,4,4
2,McNealy,2,4,4
2,McNealy,3,4,5
2,McNealy,4,3,3
2,McNealy,5,4,4
2,McNealy,6,3,4
2,McNealy,7,4,4
2,McNealy,8,3,3
2,McNealy,9,5,4
2,McNealy,10,3,4
2,McNealy,11,3,3
2,McNealy,12,4,4
2,McNealy,13,3,4
2,McNealy,14,3,3
2,McNealy,15,4,4
2,McNealy,16,4,5
2,McNealy,17,4,4
2,McNealy,18,4,4
2,Morikawa,1,4,4
2,Morikawa,2,4,4
2,Morikawa,3,4,5
2,Morikawa,4,3,3
2,Morikawa,5,4,4
2,Morikawa,6,4,4
2,Morikawa,7,4,4
2,Morikawa,8,3,3
2,Morikawa,9,2,4
2,Morikawa,10,4,4
2,Morikawa,11,3,3
2,Morikawa,12,4,4
2,Morikawa,13,4,4
2,Morikawa,14,3,3
2,Morikawa,15,3,4
2,Morikawa,16,4,5
2,Morikawa,17,4,4
2,Morikawa,18,4,4
2,Novak,1,4,4
2,Novak,2,3,4
2,Novak,3,4,5
2,Novak,4,2,3
2,Novak,5,4,4
2,Novak,6,3,4
2,Novak,7,4,4
2,Novak,8,3,3
2,Novak,9,4,4
2,Novak,10,3,4
2,Novak,11,3,3
2,Novak,12,5,4
2,Novak,13,4,4
2,Novak,14,2,3
2,Novak,15,4,4
2,Novak,16,4,5
2,Novak,17,4,4
2,Novak,18,4,4
2,Pendrith,1,4,4
2,Pendrith,2,4,4
2,Pendrith,3,5,5
2,Pendrith,4,3,3
2,Pendrith,5,6,4
2,Pendrith,6,4,4
2,Pendrith,7,5,4
2,Pendrith,8,4,3
2,Pendrith,9,4,4
2,Pendrith,10,4,4
2,Pendrith,11,2,3
2,Pendrith,12,3,4
2,Pendrith,13,3,4
2,Pendrith,14,3,3
2,Pendrith,15,4,4
2,Pendrith,16,3,5
2,Pendrith,17,4,4
